21,15.9999992897251
22,15.9999992897251
23,15.9999992897251
24,15.9999992897251
25,15.9999992897251
26,15.9999992897251
27,15.9999992897251
28,15.9999992897251
29,15.9999992897251
30,15.9999992897251
31,-56.7999999473354
32,-56.7999999473354
33,15.9999992897251
34,-56.7999999473354
35,15.9999992897251
36,-56.7999999473354
37,-56.7999999473354
38,-56.7999999473354
39,15.9999992897251
40,15.9999992897251
41,-56.7999999473354
42,-56.7999999473354
43,15.9999992897251
44,-56.7999999473354
45,-56.7999999473354
46,15.9999992897251
47,15.9999992897251
48,15.9999992897251
49,15.9999992897251
50,-56.7999999473354
51,15.9999992897251
